,Company Name,Overview,Rating,Highly Rated For,Critically Rated For,Reviews,Salaries,Interviews,Jobs,Benefits,Photos
9728,"T.Sriram, Mehta & Tadimalla, Chartered Accountants",Accounting & Auditing | 201-500 Employees (Global) | 52 years old | Bengaluru +7 more,3.8,,Promotions / Appraisal,75,458,2,4,8,--
9729,Cynoteck Technology Solutions,IT Services & Consulting | 51-200 Employees | 16 years old | Dehradun,4.6,"Company Culture, Work Satisfaction, Work Life Balance",,75,107,--,--,61,5
9730,TONI&GUY,Beauty & Personal Care | 1-10 Employees | 61 years old | London +22 more,4.2,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,75,342,1,--,9,--
9731,Ethos HR Management & Projects,Recruitment | 11-50 Employees | 22 years old | Ahmedabad +21 more,3.9,Work Life Balance,"Job Security, Promotions / Appraisal",75,440,4,24,--,--
9732,S.H. Kelkar & Co.,Chemicals | 1k-5k Employees | 16 years old | Mumbai +9 more,4.3,"Work Life Balance, Job Security, Company Culture",,75,397,2,--,12,--
9733,Phoenix Mecano,Industrial Machinery | 201-500 Employees | 49 years old | Stein am Rhein +7 more,4.0,"Job Security, Work Life Balance, Company Culture",,75,613,1,--,8,--
9734,Maya Digital Studios,Animation & VFX | 201-500 Employees | 28 years old | Mumbai +5 more,3.3,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",75,381,4,--,9,--
9735,Konkan Railway Corporation,Railways | 5k-10k Employees (Global) | Central | 53 years old | Navi Mumbai +15 more,3.8,,"Promotions / Appraisal, Job Security, Company Culture",75,345,1,--,14,--
9736,GMC Nagpur,Education & Training | 77 years old | Nagpur +18 more,3.8,"Skill Development / Learning, Work Satisfaction, Work Life Balance","Promotions / Appraisal, Salary & Benefits",75,407,2,--,5,--
9737,Redco International Wll,Engineering & Construction | 5k-10k Employees (Global) | 42 years old | Doha +4 more,4.1,Skill Development / Learning,"Promotions / Appraisal, Job Security, Salary & Benefits",75,204,3,--,18,--
9738,Seinumero Nirman,Industrial Machinery | 201-500 Employees | 32 years old | Pune,3.6,,"Promotions / Appraisal, Job Security, Work Satisfaction",75,402,4,1,7,--
9739,Bharati Vidyapeeth University,Education & Training | 1k-5k Employees | 60 years old | Pune +7 more,3.9,"Job Security, Work Life Balance, Work Satisfaction",,75,342,4,3,3,9
9740,Bhartiya City Developers,Real Estate | 201-500 Employees | 37 years old | Bengaluru +4 more,3.6,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",75,464,1,--,9,--
9741,Fair Exports,Import & Export | 51-200 Employees | 34 years old | Ghaziabad +14 more,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",75,602,2,--,6,--
9742,Edify School,11-50 Employees | Firozabad +17 more,4.0,,Job Security,75,302,9,--,16,--
9743,Flyweis Technology,IT Services & Consulting | 51-200 Employees | New Delhi +2 more,4.3,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,75,49,2,9,4,3
9744,Data is Good,EdTech | 51-200 Employees | 5 years old | Noida +3 more,4.2,"Salary & Benefits, Skill Development / Learning, Company Culture",,75,168,2,4,9,--
9745,IMSI Staffing,201-500 Employees | Noida +22 more,3.4,,"Promotions / Appraisal, Job Security, Salary & Benefits",75,439,5,3,1,--
9746,Decision Point,Management Consulting | 201-500 Employees | 12 years old | Gurgaon/Gurugram +2 more,4.0,"Skill Development / Learning, Job Security, Work Satisfaction",,75,493,8,111,9,2
9747,ACCE GLOBAL SOFTWARE,Software Product | 201-500 Employees | Kolkata +6 more,3.7,,"Promotions / Appraisal, Salary & Benefits, Job Security",75,125,4,10,21,--
9748,Tractor Junction,Agriculture | 201-500 Employees | Startup | 6 years old | Alwar +7 more,4.4,"Work Satisfaction, Work Life Balance, Company Culture",,75,186,3,69,2,16
9749,Sfc Solutions,501-1k Employees | Bawal +13 more,3.8,"Work Life Balance, Work Satisfaction","Job Security, Promotions / Appraisal",75,541,8,--,5,--
9750,Cropdata Technology,Software Product | 501-1k Employees | 8 years old | Nagpur +10 more,3.3,,"Salary & Benefits, Promotions / Appraisal, Job Security",75,183,5,9,16,--
9751,Mahindra & Mahindra farm Equipment Sector,Nagpur +15 more,4.0,"Skill Development / Learning, Company Culture, Work Satisfaction",,75,159,1,--,6,--
9752,Blackboard Education and Reseach Foundation,Education & Training | 1-10 Employees | Noida +3 more,3.7,,"Promotions / Appraisal, Job Security, Skill Development / Learning",75,433,5,29,6,--
9753,Wealth Clinic,Real Estate | 501-1k Employees (Global) | 12 years old | Noida +3 more,3.6,,"Promotions / Appraisal, Job Security, Salary & Benefits",75,415,9,26,7,--
9754,Valeo Lightning Systems India,Auto Components | 201-500 Employees | Chennai +5 more,3.7,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,75,433,5,--,20,--
9755,Symsafe Systems,IT Services & Consulting | 11-50 Employees | 21 years old | Jaipur +1 more,4.7,"Company Culture, Skill Development / Learning, Work Life Balance",,75,127,2,--,55,35
9756,Mosaic Wellness,Fitness & Wellness | 51-200 Employees | Startup | 5 years old | Mumbai +6 more,3.5,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",75,268,8,15,4,--
9757,Schbang,Marketing & Advertising | 501-1k Employees | 9 years old | Mumbai +3 more,3.6,Company Culture,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",75,707,13,36,5,6
9758,IT Convergence,IT Services & Consulting | 501-1k Employees | 14 years old | Irving +3 more,3.6,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",75,848,5,9,9,--
9759,ASC Technology Solutions,Engineering & Construction | 51-200 Employees | Ahmedabad +4 more,4.3,"Salary & Benefits, Skill Development / Learning, Promotions / Appraisal",,75,91,2,1,3,--
9760,Mosaic Wellness,Fitness & Wellness | 51-200 Employees | Startup | 5 years old | Mumbai +6 more,3.5,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",75,268,8,15,4,--
9761,IT Convergence,IT Services & Consulting | 501-1k Employees | 14 years old | Irving +3 more,3.6,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",75,848,5,9,9,--
9762,Decision Point,Management Consulting | 201-500 Employees | 12 years old | Gurgaon/Gurugram +2 more,4.0,"Skill Development / Learning, Job Security, Work Satisfaction",,75,493,8,111,9,2
9763,Schbang,Marketing & Advertising | 501-1k Employees | 9 years old | Mumbai +3 more,3.6,Company Culture,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",75,707,13,36,5,6
9764,Codilar Technologies,IT Services & Consulting | 51-200 Employees | 9 years old | Bangalore/Bengaluru +5 more,4.1,"Skill Development / Learning, Company Culture, Job Security",,75,365,5,40,2,5
9765,Rain Industries,Chemicals / Agri Inputs | 51-200 Employees | Public | 50 years old | Hyderabad/Secunderabad +10 more,3.5,,"Company Culture, Skill Development / Learning, Promotions / Appraisal",75,500,8,56,11,2
9766,Data is Good,EdTech | 51-200 Employees | 5 years old | Noida +3 more,4.2,"Salary & Benefits, Skill Development / Learning, Company Culture",,75,168,2,4,9,--
9767,Flyweis Technology,IT Services & Consulting | 51-200 Employees | New Delhi +2 more,4.3,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,75,49,2,9,4,3
9768,IMSI Staffing,201-500 Employees | Noida +22 more,3.4,,"Promotions / Appraisal, Job Security, Salary & Benefits",75,439,5,3,1,--
9769,Popular Hyundai,Retail | 1k-5k Employees | 20 years old | Kochi +10 more,3.9,Company Culture,"Salary & Benefits, Work Life Balance, Promotions / Appraisal",75,296,3,10,3,--
9770,Symbiosis International University,Education & Training | 501-1k Employees | 53 years old | Pune +6 more,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits",75,494,13,16,4,--
9771,Kapture CRM,Software Product | 10 years old | Bangalore/Bengaluru +6 more,3.0,,"Work Satisfaction, Job Security, Promotions / Appraisal",75,499,4,116,3,--
9772,Institutional Shareholder Services,Analytics & KPO | 501-1k Employees | 39 years old | Rockville +5 more,3.8,"Job Security, Work Life Balance","Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",75,826,11,40,8,8
9773,Clairvoyant India,IT Services & Consulting | 201-500 Employees | 10 years old | Pune +2 more,4.1,"Skill Development / Learning, Company Culture, Work Satisfaction",,75,911,4,45,22,2
9774,Maruti Service Masters,Automobile | 201-500 Employees | Public | 25 years old | New Delhi +13 more,4.0,Job Security,,74,291,5,--,8,--
9775,Excell Autovista,Automobile | 501-1k Employees | 20 years old | Mumbai +5 more,3.3,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",74,444,1,1,2,--
9776,Tex Corp.,Fashion & Textile | 201-500 Employees | Public | 37 years old | Gurgaon/Gurugram +6 more,3.7,,"Work Satisfaction, Promotions / Appraisal, Company Culture",74,540,4,3,10,--
9777,Dr. Balabhai Nanavati Hospital,Healthcare | 1k-5k Employees | 73 years old | Mumbai +3 more,4.3,"Skill Development / Learning, Job Security, Company Culture",Salary & Benefits,74,425,--,--,6,--
9778,Karnataka Power Corporation,Power | 10k-50k Employees | State | 54 years old | Bengaluru +9 more,4.0,"Work Life Balance, Work Satisfaction, Job Security","Promotions / Appraisal, Salary & Benefits",74,337,1,--,5,--
9779,XL Laboratories,Pharma | 51-200 Employees | 23 years old | New Delhi +4 more,3.6,Salary & Benefits,"Job Security, Company Culture",74,388,9,--,4,--
9780,Crest Premedia Solutions,Printing & Publishing | 1k-5k Employees | 18 years old | Pune +2 more,3.8,Company Culture,"Salary & Benefits, Promotions / Appraisal, Skill Development / Learning",74,274,--,--,9,--
9781,Flint Group,Printing & Publishing | 51-200 Employees | 19 years old | Luxembourg +9 more,3.7,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",74,306,1,--,15,--
9782,Real Ispat & Power,Power | 501-1k Employees | 22 years old | Raipur +3 more,4.0,,"Promotions / Appraisal, Salary & Benefits",74,503,4,6,5,1
9783,Onegene,Auto Components | Chennai +3 more,3.4,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",74,448,1,--,8,--
9784,Qualitas Global QA Labs,IT Services & Consulting | 201-500 Employees | 10 years old | Pune +1 more,3.0,,"Salary & Benefits, Promotions / Appraisal, Skill Development / Learning",74,562,2,8,2,--
9785,Omnex,Management Consulting | 201-500 Employees | 28 years old | Ann Arbor +7 more,4.3,"Work Life Balance, Skill Development / Learning, Work Satisfaction",,74,622,4,--,9,--
9786,Shyama Power India,Electronics Manufacturing | 1k-5k Employees | Public | 45 years old | Gurugram +9 more,4.0,"Work Life Balance, Job Security",,74,233,2,--,8,--
9787,Rana Sugars,Food Processing | 1k-5k Employees | Public | 32 years old | Chandigarh +13 more,4.2,"Work Satisfaction, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,74,431,2,--,12,--
9788,Mizuho Bank,Banking | 501-1k Employees | 22 years old | Tokyo +7 more,3.6,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",74,638,7,--,9,--
9789,Accutech Power Solutions,Consumer Electronics & Appliances | 501-1k Employees | 54 years old | Mumbai +8 more,3.6,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",74,449,2,--,4,--
9790,Divyasree Developers,Real Estate | 201-500 Employees | 20 years old | Bangalore/Bengaluru +3 more,4.3,"Work Life Balance, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal,74,445,1,5,14,--
9791,India Healthcare Solutions,Healthcare | 1k-5k Employees (Global) | 25 years old | Chennai +5 more,4.0,,"Salary & Benefits, Company Culture",74,347,1,--,7,--
9792,Prolific Systems & Technologies,Education & Training | 51-200 Employees | 27 years old | Thane +16 more,4.2,"Skill Development / Learning, Promotions / Appraisal, Work Life Balance",,74,443,1,--,7,--
9793,Spi Cinemas,Media & Entertainment | 201-500 Employees | 33 years old | Chennai +10 more,4.7,"Job Security, Company Culture, Work Satisfaction",,74,294,1,--,13,--
9794,Bharat Parenterals,Pharma | 51-200 Employees | Public | 32 years old | Vadodara/Baroda +4 more,3.1,,"Promotions / Appraisal, Work Life Balance, Job Security",74,530,4,--,16,--
9795,Vantage Integrated Security Solutions,Electronics Manufacturing | 51-200 Employees | 34 years old | West Midlands +12 more,3.3,,"Salary & Benefits, Promotions / Appraisal, Company Culture",74,402,2,19,8,1
9796,Zenith Precision,Aviation | 51-200 Employees | 38 years old | Bengaluru +2 more,3.9,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal, Company Culture",74,385,2,--,7,--
9797,MG Automotives,Auto Components | 501-1k Employees | 44 years old | Zahirabad +17 more,4.0,Skill Development / Learning,,74,578,3,--,3,--
9798,Shiv Enterprises,Recruitment | 51-200 Employees | 9 years old | Chandigarh +31 more,4.1,"Work Satisfaction, Salary & Benefits, Work Life Balance",,74,518,3,--,3,--
9799,Viaante Business Solutions,BPO | 501-1k Employees | 13 years old | Mumbai +2 more,3.6,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",74,440,7,4,9,1
9800,Karnataka Power Corporation,Power | 10k-50k Employees | State | 54 years old | Bangalore / Bengaluru +9 more,4.0,"Work Life Balance, Work Satisfaction, Job Security","Promotions / Appraisal, Salary & Benefits",74,337,1,--,5,--
9801,Tex Corp.,Fashion & Textile | 201-500 Employees | Public | 37 years old | New Delhi +6 more,3.7,,"Work Satisfaction, Promotions / Appraisal, Company Culture",74,540,4,3,10,--
9802,Prodata Management Services,BPO | Mumbai +5 more,3.4,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Job Security",74,466,1,--,1,--
9803,Transport Solutions India,Automobile | 51-200 Employees | 24 years old | New Delhi +10 more,3.8,,"Promotions / Appraisal, Work Satisfaction, Company Culture",74,586,3,--,10,--
9804,Zenith Precision,Aviation | 51-200 Employees | 38 years old | Bangalore / Bengaluru +2 more,3.9,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal, Company Culture",74,385,2,--,7,--
9805,ANAAMALAIS TOYOTA,Financial Services | 1k-5k Employees | 24 years old | Madurai +18 more,4.4,"Company Culture, Skill Development / Learning, Work Satisfaction",,74,272,3,--,10,--
9806,Artefact Projects,Agriculture | 1-10 Employees | 2024 years old | New Delhi +13 more,2.0,,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",74,418,2,13,6,--
9807,Jindal Pipes,Building Material | 1k-5k Employees | Public | 54 years old | New Delhi +10 more,3.9,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Company Culture",74,341,5,--,7,--
9808,SunSource Energy,Power | 51-200 Employees | 14 years old | New Delhi +8 more,4.1,"Work Life Balance, Job Security, Salary & Benefits",,74,499,4,1,13,11
9809,Sobha Projects and Trade,Engineering & Construction | 1k-5k Employees | 25 years old | Bangalore / Bengaluru +9 more,4.3,"Skill Development / Learning, Work Life Balance, Company Culture",,74,584,4,--,5,--
9810,Winman Software,Software Product | 201-500 Employees | 20 years old | Mangaluru,3.5,,"Salary & Benefits, Promotions / Appraisal",74,252,11,4,13,6
9811,Onegene,Auto Components | Chennai +3 more,3.4,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",74,448,1,--,8,--
9812,Crest Premedia Solutions,Printing & Publishing | 1k-5k Employees | 18 years old | Pune +2 more,3.8,Company Culture,"Salary & Benefits, Promotions / Appraisal, Skill Development / Learning",74,274,--,--,9,--
9813,WWF-India,Non-Profit | 51-200 Employees | 55 years old | New Delhi +10 more,3.8,,"Salary & Benefits, Promotions / Appraisal",74,277,5,2,14,--
9814,Maruti Service Masters,Automobile | 201-500 Employees | Public | 25 years old | New Delhi +13 more,4.0,Job Security,,74,291,5,--,8,--
9815,XL Laboratories,Pharma | 51-200 Employees | 23 years old | New Delhi +4 more,3.6,Salary & Benefits,"Job Security, Company Culture",74,388,9,--,4,--
9816,Shyama Power India,Electronics Manufacturing | 1k-5k Employees | Public | 45 years old | New Delhi +9 more,4.0,"Work Life Balance, Job Security",,74,233,2,--,8,--
9817,Sanofi Pasteur,5k-10k Employees (Global) | 20 years old | New Delhi +18 more,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,74,309,--,--,13,2
9818,Spi Cinemas,Media & Entertainment | 201-500 Employees | 33 years old | Chennai +10 more,4.7,"Job Security, Company Culture, Work Satisfaction",,74,294,1,--,13,--
9819,Nitin Spinners,Fashion & Textile | 1k-5k Employees | Public | 32 years old | Bhilwara +5 more,4.1,Job Security,,74,432,2,--,4,--
9820,Ajmera Realty & Infra India,Real Estate | 51-200 Employees | Public | 57 years old | Mumbai +5 more,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",74,445,--,11,7,--
9821,Marquistech,501-1k Employees | Mumbai +10 more,3.8,Skill Development / Learning,Job Security,74,451,4,--,8,--
9822,Nethues Technologies,IT Services & Consulting | 51-200 Employees | 23 years old | Delhi/NCR +4 more,3.8,,Job Security,74,563,5,13,8,--
9823,Infoplus Technologies,IT Services & Consulting | 201-500 Employees | 24 years old | Borehamwood +4 more,3.5,,"Company Culture, Promotions / Appraisal, Salary & Benefits",74,467,4,1,10,--
